,location,size,total_sqft,bath,price
4765,Koramangala,2,1083.0,2.0,100.0
4766,Koramangala,3,1744.0,3.0,200.0
4767,Koramangala,2,1180.0,2.0,128.0
4768,Koramangala,2,1320.0,2.0,160.0
4769,Koramangala,2,1370.0,2.0,125.0
4770,Koramangala,2,1100.0,2.0,85.0
4771,Koramangala,2,1249.0,2.0,165.0
4772,Koramangala,2,1200.0,2.0,100.0
4774,Koramangala,3,2223.0,3.0,300.0
4775,Koramangala,3,1744.0,4.0,210.0
4776,Koramangala,3,1866.0,4.0,245.0
4777,Koramangala,2,1320.0,2.0,160.0
4778,Koramangala,2,1350.0,2.0,103.0
4781,Koramangala,2,1320.0,2.0,160.0
4782,Koramangala,3,1710.0,3.0,210.0
4783,Koramangala,2,1355.0,2.0,95.0
4784,Koramangala,3,1600.0,3.0,170.0
4785,Koramangala,2,1260.0,2.0,100.0
4788,Kothannur,2,1206.0,2.0,48.23
4789,Kothannur,3,1853.0,3.0,82.0
4791,Kothannur,2,1100.0,2.0,40.0
4792,Kothannur,3,1300.0,2.0,60.0
4793,Kothannur,2,1197.0,2.0,47.88
4794,Kothannur,2,740.0,2.0,34.0
4795,Kothannur,2,1197.0,2.0,47.8
4796,Kothannur,2,1070.0,2.0,42.79
4801,Kothannur,2,1070.0,2.0,38.6
4802,Kothannur,4,2000.0,4.0,95.0
4803,Kothannur,2,1350.0,2.0,42.0
4804,Kothannur,3,1485.0,2.0,59.4
4805,Kothannur,3,1215.0,2.0,48.6
4806,Kothannur,2,1085.0,2.0,34.2
4807,Kothannur,2,820.0,2.0,37.0
4808,Kothannur,3,1404.0,2.0,56.15
4810,Kothanur,2,1200.0,2.0,51.0
4811,Kothanur,3,2400.0,2.0,150.0
4812,Kothanur,3,1828.0,3.0,110.0
4813,Kothanur,2,1186.0,2.0,58.0
4815,Kothanur,3,1847.0,3.0,105.0
4817,Kothanur,5,9600.0,5.0,550.0
4818,Kothanur,3,1435.0,3.0,70.0
4819,Kothanur,2,1187.0,2.0,58.0
4820,Kothanur,3,1847.0,3.0,110.0
4821,Kothanur,3,1460.0,3.0,71.0
4822,Kothanur,2,1185.0,2.0,59.0
4823,Kothanur,3,1436.0,3.0,70.0
4824,Kothanur,3,1462.0,3.0,71.0
4825,Kothanur,3,1790.0,3.0,105.0
4827,Kothanur,2,1070.0,2.0,45.5
4829,Kothanur,2,1145.0,2.0,56.0
4830,Kothanur,4,3401.0,5.0,230.0
4831,Kothanur,2,1455.0,2.0,69.0
4832,Kothanur,1,627.0,1.0,30.0
4833,Kothanur,2,1302.0,2.0,68.5
4834,Kothanur,3,1760.0,3.0,111.0
4835,Kothanur,2,1185.0,2.0,58.0
4836,Kothanur,1,1500.0,1.0,75.0
4837,Kothanur,2,1075.0,2.0,53.0
4838,Kothanur,3,1790.0,3.0,97.0
4839,Kothanur,4,2700.0,4.0,175.0
4840,Kothanur,3,1786.0,2.0,106.0
4841,Kothanur,3,1787.0,3.0,107.0
4842,Kothanur,2,1141.0,2.0,54.0
4843,Kothanur,3,1760.0,3.0,110.0
4845,Kothanur,2,1160.0,2.0,57.0
4846,Kothanur,2,1095.0,2.0,55.0
4847,Kothanur,2,1142.0,2.0,56.0
4848,Kothanur,2,1074.0,2.0,54.0
4849,Kothanur,2,1285.0,2.0,60.0
4850,Kothanur,2,1075.0,2.0,53.0
4851,Kothanur,2,1140.0,2.0,56.0
4852,Kothanur,2,1400.0,2.0,70.0
4855,Kothanur,2,1140.0,2.0,56.0
4856,Kothanur,3,1787.0,3.0,120.0
4857,Kothanur,2,1185.0,2.0,59.0
4859,Kothanur,3,1790.0,3.0,105.0
4860,Kothanur,2,1130.0,2.0,55.0
4861,Kothanur,2,1094.0,2.0,54.0
4862,Kothanur,3,1170.0,3.0,80.0
4863,Kothanur,2,1400.0,2.0,65.0
4864,Kothanur,2,1195.0,2.0,59.0
4865,Kothanur,3,1790.0,3.0,120.0
4866,Kothanur,3,1454.0,3.0,71.5
4867,Kudlu,2,1152.0,2.0,53.5
4868,Kudlu,2,1027.0,2.0,43.0
4869,Kudlu,2,1092.0,2.0,44.0
4870,Kudlu,2,1027.0,2.0,43.0
4871,Kudlu,2,1092.0,2.0,44.0
4872,Kudlu,2,1143.0,2.0,55.0
4874,Kudlu,2,1024.0,2.0,44.0
4876,Kudlu,3,1600.0,3.0,79.0
4877,Kudlu,2,1027.0,2.0,42.0
4878,Kudlu,2,1076.0,2.0,50.0
4879,Kudlu,2,1027.0,2.0,44.0
4880,Kudlu,2,1084.0,2.0,53.0
4881,Kudlu,2,1300.0,2.0,56.0
4882,Kudlu,2,1027.0,2.0,44.0
4883,Kudlu,3,1245.0,2.0,60.0
4884,Kudlu,2,1027.0,2.0,44.0
4885,Kudlu,2,1110.0,2.0,46.0
4886,Kudlu,4,2100.0,3.0,114.0
4887,Kudlu,2,1027.0,2.0,44.0
4888,Kudlu,1,720.0,1.0,33.0
4889,Kudlu,2,1027.0,2.0,44.0
4890,Kudlu,2,1162.0,2.0,52.0
4891,Kudlu,2,1041.0,2.0,53.0
4892,Kudlu Gate,3,1535.0,3.0,83.0
4893,Kudlu Gate,3,1535.0,3.0,85.0
4895,Kudlu Gate,3,1535.0,3.0,86.0
4896,Kudlu Gate,3,1564.0,2.0,92.0
4898,Kudlu Gate,2,1238.0,2.0,55.0
4899,Kudlu Gate,3,1707.0,3.0,99.745
4900,Kudlu Gate,3,1335.0,3.0,89.0
4901,Kudlu Gate,1,703.0,1.0,52.0
4902,Kudlu Gate,3,1535.0,3.0,86.0
4903,Kudlu Gate,3,1532.0,3.0,83.0
4904,Kudlu Gate,2,1113.0,2.0,50.0
4906,Kudlu Gate,2,1185.0,2.0,50.0
4910,Kudlu Gate,2,1215.0,2.0,45.0
4911,Kudlu Gate,2,812.0,2.0,38.25
4912,Kudlu Gate,2,1547.0,2.0,103.0
4913,Kudlu Gate,2,1336.0,2.0,86.0
4914,Kudlu Gate,3,1919.0,3.0,121.0
4915,Kudlu Gate,2,1464.0,3.0,56.0
4916,Kudlu Gate,3,1535.0,3.0,85.0
4917,Kudlu Gate,3,1850.0,3.0,120.0
4918,Kudlu Gate,2,940.0,2.0,69.57
4919,Kudlu Gate,2,1215.0,2.0,44.96
4920,Kudlu Gate,2,1164.0,2.0,75.0
4922,Kudlu Gate,2,1183.0,2.0,79.54
4923,Kudlu Gate,3,1850.0,3.0,110.0
4925,Kudlu Gate,2,1183.0,2.0,79.54
4926,Kudlu Gate,2,1200.0,2.0,44.4
4928,Kudlu Gate,2,1310.0,2.0,53.0
4929,Kumaraswami Layout,4,2000.0,4.0,139.0
4930,Kumaraswami Layout,5,1270.0,4.0,128.0
4931,Kumaraswami Layout,2,1000.0,2.0,48.5
4932,Kumaraswami Layout,2,1000.0,2.0,58.0
4933,Kumaraswami Layout,7,2400.0,7.0,125.0
4934,Kumaraswami Layout,3,2400.0,2.0,125.0
4935,Kumaraswami Layout,3,1310.0,2.0,70.0
4936,Kumaraswami Layout,1,850.0,1.0,78.0
4937,Kumaraswami Layout,7,3200.0,7.0,150.0
4938,Kumaraswami Layout,3,1310.0,2.0,85.0
4939,Kumaraswami Layout,4,2450.0,3.0,110.0
4940,Kumaraswami Layout,7,2040.0,4.0,123.0
4941,Kumaraswami Layout,7,3100.0,7.0,145.0
4942,Kumaraswami Layout,3,1200.0,3.0,75.0
4943,Kumaraswami Layout,2,1081.0,2.0,60.0
4944,Kundalahalli,3,1724.0,3.0,125.0
4945,Kundalahalli,2,1030.0,2.0,49.0
4946,Kundalahalli,2,735.0,2.0,57.99
4947,Kundalahalli,2,1047.0,2.0,82.0
4948,Kundalahalli,3,1397.0,3.0,105.0
4949,Kundalahalli,3,1724.0,3.0,127.0
4950,Kundalahalli,2,1010.0,2.0,49.27
4951,Kundalahalli,3,1397.0,3.0,110.0
4952,Kundalahalli,3,1397.0,3.0,104.0
4953,Kundalahalli,3,1397.0,3.0,108.0
4954,Kundalahalli,3,1920.0,3.0,150.0
4955,Kundalahalli,3,1397.0,3.0,105.0
4957,Kundalahalli,3,1724.0,3.0,124.0
4958,Kundalahalli,2,1047.0,2.0,84.0
4959,Kundalahalli,2,1047.0,2.0,83.0
4960,Kundalahalli,4,7000.0,4.0,550.0
4962,Kundalahalli,2,1120.0,2.0,53.76
4963,Kundalahalli,2,1047.0,2.0,82.62
4964,Kundalahalli,2,1047.0,2.0,91.0
4965,Kundalahalli,3,1724.0,3.0,146.0
4966,Kundalahalli,3,1600.0,3.0,170.0
4968,Kundalahalli,3,1724.0,3.0,125.0
4969,Kundalahalli,2,1010.0,2.0,48.27
4970,Kundalahalli,2,1047.0,2.0,89.0
4971,Kundalahalli,4,2500.0,5.0,245.0
4972,Kundalahalli,3,1397.0,3.0,105.0
4974,Kundalahalli,2,1047.0,2.0,72.0
4975,Kundalahalli,2,1260.0,2.0,58.0
4977,Kundalahalli,2,1065.0,2.0,70.0
4978,Kundalahalli,3,1724.0,3.0,146.0
4979,Kundalahalli,2,1047.0,2.0,91.0
4980,Kundalahalli,3,1724.0,3.0,128.0
4981,Kundalahalli,2,1315.0,2.0,74.0
4982,Kundalahalli,3,2100.0,3.0,150.0
4983,Kundalahalli,3,1724.0,3.0,125.0
4984,Kundalahalli,3,1724.0,3.0,140.0
4985,Kundalahalli,2,1175.0,2.0,65.0
4987,LB Shastri Nagar,2,1043.0,2.0,55.0
4988,LB Shastri Nagar,2,1184.0,2.0,69.0
4989,LB Shastri Nagar,1,665.0,1.0,32.0
4990,LB Shastri Nagar,2,1250.0,2.0,48.5
4991,LB Shastri Nagar,3,1400.0,2.0,80.0
4992,LB Shastri Nagar,2,1184.0,2.0,62.0
4993,LB Shastri Nagar,2,1200.0,2.0,47.0
4994,LB Shastri Nagar,2,1200.0,2.0,75.0
4995,LB Shastri Nagar,2,1000.0,2.0,49.5
4996,Laggere,5,2800.0,5.0,125.0
4997,Laggere,1,1200.0,1.0,125.0
4998,Laggere,2,1200.0,2.0,75.0
4999,Laggere,1,620.0,2.0,48.0
5000,Laggere,8,1800.0,8.0,110.0
5001,Laggere,7,1590.0,9.0,132.0
5002,Lakshminarayana Pura,2,1185.0,2.0,75.0
5003,Lakshminarayana Pura,3,1600.0,2.0,108.0
5004,Lakshminarayana Pura,2,1180.0,2.0,75.0
5005,Lakshminarayana Pura,2,1172.0,2.0,82.0
5006,Lakshminarayana Pura,2,1179.0,2.0,75.0
5007,Lakshminarayana Pura,2,1149.0,2.0,75.0
5008,Lakshminarayana Pura,2,1336.0,2.0,100.0
5009,Lakshminarayana Pura,2,1175.0,2.0,75.0
5010,Lakshminarayana Pura,2,1190.0,2.0,75.0
5011,Lakshminarayana Pura,2,1200.0,2.0,75.0
5012,Lakshminarayana Pura,2,1200.0,2.0,75.0
5013,Lakshminarayana Pura,2,1165.0,2.0,75.0
5014,Lakshminarayana Pura,2,1145.0,2.0,75.0
5015,Lakshminarayana Pura,3,1500.0,3.0,104.0
5016,Lakshminarayana Pura,2,1210.0,2.0,75.0
5017,Lakshminarayana Pura,2,1169.0,2.0,75.0
5018,Lakshminarayana Pura,2,1200.0,2.0,75.0
5019,Lakshminarayana Pura,2,1172.0,2.0,75.0
5020,Lakshminarayana Pura,2,1172.0,2.0,75.0
5021,Lakshminarayana Pura,2,1180.0,2.0,75.0
5022,Lakshminarayana Pura,2,1200.0,2.0,83.0
5023,Lakshminarayana Pura,2,1200.0,2.0,80.0
5024,Lakshminarayana Pura,2,1195.0,2.0,75.0
5025,Lakshminarayana Pura,2,1200.0,2.0,80.0
5026,Lingadheeranahalli,3,1521.0,3.0,95.0
5027,Lingadheeranahalli,3,1511.0,3.0,95.0
5028,Lingadheeranahalli,3,1683.0,3.0,109.0
5029,Lingadheeranahalli,3,1519.0,3.0,93.0
5030,Lingadheeranahalli,3,1521.0,3.0,94.99
5031,Lingadheeranahalli,3,1682.0,3.0,120.0
5032,Lingadheeranahalli,3,1521.0,3.0,94.71
5033,Lingadheeranahalli,3,1893.0,3.0,130.0
5034,Lingadheeranahalli,3,1705.0,3.0,110.0
5035,Lingadheeranahalli,4,2245.0,4.0,154.0
5036,Lingadheeranahalli,3,1682.0,3.0,113.0
5037,Lingadheeranahalli,3,1682.0,3.0,114.0
5038,Lingadheeranahalli,3,1506.0,3.0,95.0
5039,Lingadheeranahalli,3,1683.0,3.0,110.0
5040,Lingadheeranahalli,3,1684.0,3.0,120.0
5041,Lingadheeranahalli,4,2236.0,4.0,153.0
5042,Lingadheeranahalli,3,1894.0,4.0,114.0
5043,Lingadheeranahalli,4,2240.0,4.0,160.0
5044,Magadi Road,6,3600.0,6.0,141.0
5045,Magadi Road,2,1116.0,2.0,50.0
5047,Magadi Road,2,884.0,2.0,41.1
5048,Magadi Road,2,1005.0,2.0,55.78
5049,Magadi Road,2,1000.0,2.0,46.5
5050,Magadi Road,4,1500.0,2.0,93.0
5051,Magadi Road,2,1350.0,1.0,100.0
5053,Magadi Road,2,1345.0,2.0,55.0
5055,Magadi Road,5,5000.0,6.0,360.0
5056,Magadi Road,2,1116.0,2.0,51.89
5057,Magadi Road,3,1052.0,2.0,60.0
5058,Magadi Road,2,940.0,2.0,50.0
5059,Magadi Road,3,1318.0,2.0,68.0
5060,Magadi Road,4,800.0,4.0,60.0
5062,Magadi Road,2,884.0,2.0,48.0
5064,Mahadevpura,2,1150.0,2.0,52.0
5065,Mahadevpura,2,1250.0,2.0,52.0
5066,Mahadevpura,2,1260.0,2.0,57.6
5067,Mahadevpura,1,730.0,1.0,35.0
5068,Mahadevpura,3,1434.0,2.0,67.39
5069,Mahadevpura,2,1146.0,2.0,53.8
5070,Mahadevpura,2,1532.0,2.0,62.0
5071,Mahadevpura,3,1620.0,2.0,76.0
5072,Mahadevpura,2,1136.0,2.0,64.5
5073,Mahadevpura,3,1400.0,2.0,65.8
5074,Mahadevpura,2,1137.0,2.0,53.4
5075,Mahadevpura,3,1601.0,3.0,95.0
5076,Mahadevpura,3,1450.0,3.0,75.0
5077,Mahadevpura,2,1152.0,2.0,54.0
5078,Mahadevpura,2,1212.0,2.0,56.9
5080,Mahadevpura,3,1505.0,3.0,78.0
5081,Mahadevpura,3,1500.0,2.0,70.0
5082,Mahadevpura,2,1236.0,2.0,58.0
5083,Mahadevpura,2,1236.0,2.0,58.0
5084,Mahadevpura,2,1120.0,2.0,53.0
5085,Mahalakshmi Layout,4,1575.0,5.0,158.0
5086,Mahalakshmi Layout,5,1200.0,5.0,200.0
5087,Mahalakshmi Layout,2,1105.0,2.0,80.0
5088,Mahalakshmi Layout,4,1200.0,3.0,160.0
5089,Mahalakshmi Layout,3,1200.0,2.0,110.0
5090,Mahalakshmi Layout,3,1876.0,3.0,150.0
5091,Mallasandra,3,1665.0,3.0,95.0
5092,Mallasandra,3,1665.0,3.0,86.58
5093,Mallasandra,2,1340.0,2.0,61.0
5094,Mallasandra,2,1325.0,2.0,70.0
5095,Mallasandra,3,1665.0,3.0,86.91
5096,Mallasandra,2,1325.0,2.0,70.0
5097,Mallasandra,2,905.0,2.0,40.0
5098,Mallasandra,2,1325.0,2.0,65.0
5099,Mallasandra,2,1325.0,2.0,73.0
5100,Mallasandra,2,1565.0,2.0,69.0
5101,Mallasandra,2,905.0,2.0,35.0
5103,Mallasandra,3,1100.0,2.0,76.3
5104,Malleshpalya,2,1140.0,2.0,46.5
5105,Malleshpalya,2,1225.0,2.0,46.86
5107,Malleshpalya,2,1052.0,2.0,50.0
5108,Malleshpalya,3,1405.0,2.0,77.0
5109,Malleshpalya,2,1065.0,2.0,50.0
5110,Malleshpalya,2,1210.0,2.0,55.0
5112,Malleshpalya,2,1060.0,2.0,40.0
5113,Malleshpalya,3,1430.0,2.0,69.5
5114,Malleshpalya,2,1421.0,2.0,90.0
5115,Malleshpalya,2,1245.0,2.0,55.0
5116,Malleshpalya,2,1200.0,2.0,46.0
5117,Malleshpalya,2,1225.0,2.0,52.0
5118,Malleshwaram,1,705.0,1.0,67.0
5119,Malleshwaram,7,12000.0,7.0,2200.0
5121,Malleshwaram,3,2006.0,3.0,297.0
5122,Malleshwaram,1,686.0,1.0,62.5
5123,Malleshwaram,3,2475.0,4.0,332.0
5124,Malleshwaram,3,2610.0,3.0,399.0
5125,Malleshwaram,3,2475.0,4.0,320.0
5126,Malleshwaram,2,900.0,2.0,95.0
5127,Malleshwaram,2,1420.0,2.0,158.0
5128,Malleshwaram,3,2000.0,3.0,250.0
5129,Malleshwaram,3,2215.0,3.0,275.0
5131,Malleshwaram,3,2475.0,4.0,300.0
5132,Malleshwaram,3,2345.0,3.0,293.0
5134,Malleshwaram,3,2215.0,4.0,310.0
5135,Malleshwaram,1,480.0,1.0,60.0
5136,Malleshwaram,2,1290.0,2.0,120.0
5137,Malleshwaram,3,2475.0,4.0,326.0
5138,Malleshwaram,3,2476.0,3.0,337.0
5139,Malleshwaram,2,900.0,2.0,90.0
5141,Malleshwaram,3,2050.0,4.0,270.0
5142,Malleshwaram,2,900.0,2.0,72.0
5143,Malleshwaram,1,620.0,1.0,86.8
5144,Malleshwaram,2,600.0,1.0,68.0
5145,Malleshwaram,3,2475.0,4.0,337.0
5146,Malleshwaram,3,2215.0,3.0,275.0
5147,Malleshwaram,3,2215.0,3.0,330.0
5149,Malleshwaram,2,1020.0,2.0,80.0
5150,Malleshwaram,2,600.0,1.0,90.0
5151,Malleshwaram,3,2200.0,3.0,275.0
5152,Malleshwaram,3,2475.0,4.0,326.0
5153,Malleshwaram,2,1500.0,2.0,140.0
5154,Malleshwaram,3,2475.0,4.0,340.0
5155,Malleshwaram,2,1400.0,2.0,190.0
5156,Malleshwaram,3,2475.0,4.0,300.0
5157,Malleshwaram,3,2400.0,3.0,380.0
5158,Malleshwaram,2,1410.0,2.0,125.0
5161,Marathahalli,2,1220.0,2.0,57.0
5162,Marathahalli,2,1200.0,2.0,52.0
5163,Marathahalli,2,1200.0,2.0,60.0
5164,Marathahalli,3,1933.0,3.0,140.0
5165,Marathahalli,2,950.0,2.0,46.96
5166,Marathahalli,2,1230.0,2.0,80.0
5167,Marathahalli,4,3800.0,4.0,250.0
5168,Marathahalli,2,1019.0,2.0,49.85
5169,Marathahalli,2,1215.0,2.0,67.0
5170,Marathahalli,4,2181.0,3.0,152.0
5171,Marathahalli,2,1170.0,2.0,53.0
5172,Marathahalli,2,1019.0,2.0,49.86
5173,Marathahalli,2,1325.0,2.0,71.55
5174,Marathahalli,2,1220.0,2.0,56.5
5176,Marathahalli,2,1152.0,2.0,56.0
5177,Marathahalli,3,1610.0,3.0,90.0
5178,Marathahalli,2,1146.0,2.0,70.0
5180,Marathahalli,3,1469.0,3.0,89.0
5185,Marathahalli,4,2519.0,5.0,185.0
5187,Marathahalli,2,957.0,2.0,46.9
5188,Marathahalli,3,1583.0,3.0,105.0
5189,Marathahalli,4,2524.0,5.0,190.0
5193,Marathahalli,2,1071.0,2.0,52.25
5194,Marathahalli,2,1215.0,2.0,58.86
5195,Marathahalli,2,1102.0,2.0,53.67
5196,Marathahalli,3,1900.0,3.0,123.0
5197,Marathahalli,2,1045.0,2.0,60.0
5199,Marathahalli,2,1215.0,2.0,58.86
5200,Marathahalli,2,1365.0,2.0,73.0
5205,Marathahalli,2,1208.0,2.0,70.0
5206,Marathahalli,2,1325.0,1.0,92.0
5207,Marathahalli,3,1525.0,3.0,90.0
5208,Marathahalli,3,1937.0,3.0,140.0
5209,Marathahalli,3,1550.0,3.0,83.0
5210,Marathahalli,2,1350.0,2.0,86.0
5211,Marathahalli,2,957.0,2.0,47.0
5213,Marathahalli,2,1230.0,2.0,57.0
5214,Marathahalli,2,1200.0,2.0,58.0
5216,Marathahalli,1,607.0,1.0,35.0
5217,Marathahalli,3,1583.0,3.0,109.0
5218,Marathahalli,2,1075.0,2.0,52.43
5219,Marathahalli,2,1360.0,2.0,103.0
5220,Marathahalli,2,1220.0,2.0,58.5
5221,Marathahalli,2,950.0,2.0,45.68
5222,Marathahalli,1,615.0,1.0,44.0
5223,Marathahalli,3,1595.0,3.0,90.0
5224,Marathahalli,2,1350.0,2.0,89.0
5225,Marathahalli,2,1020.0,2.0,57.0
5226,Marathahalli,2,1600.0,3.0,88.0
5227,Marathahalli,1,780.0,1.0,55.0
5228,Marathahalli,3,1710.0,3.0,100.0
5230,Marathahalli,2,1358.0,2.0,81.0
5231,Marathahalli,2,1205.0,2.0,75.0
5232,Marathahalli,3,1730.0,3.0,110.0
5233,Marathahalli,3,1583.0,3.0,115.0
5234,Marathahalli,2,1200.0,2.0,67.0
5235,Marathahalli,2,1095.0,2.0,60.0
5236,Marathahalli,2,1060.0,2.0,48.0
5237,Marathahalli,2,1050.0,2.0,65.0
5238,Marathahalli,2,1102.0,2.0,53.67
5239,Marathahalli,2,1026.0,2.0,49.95
5242,Marathahalli,2,1220.0,2.0,59.0
5243,Marathahalli,2,881.0,2.0,48.06
5245,Marathahalli,3,1710.0,3.0,100.0
5246,Marathahalli,3,1680.0,3.0,105.0
5247,Marathahalli,3,1910.0,3.0,119.0
5248,Marathahalli,2,1602.0,2.0,104.0
5249,Marathahalli,1,700.0,1.0,38.0
5250,Marathahalli,3,1469.0,3.0,89.0
5252,Marathahalli,3,1690.0,3.0,116.0
5253,Marathahalli,2,1065.0,2.0,55.0
5254,Marathahalli,3,1693.0,3.0,125.0
5255,Marathahalli,3,1693.0,3.0,125.0
5256,Marathahalli,2,1196.0,2.0,57.9
5257,Marathahalli,3,1595.0,3.0,88.0
5258,Marathahalli,3,2122.0,3.0,125.0
5259,Marathahalli,3,1730.0,3.0,115.0
5262,Marathahalli,2,1125.0,2.0,55.0
5263,Marathahalli,3,1950.0,3.0,115.0
5264,Marathahalli,2,1250.0,2.0,68.0
5265,Marathahalli,2,1125.0,2.0,56.8
5266,Marathahalli,2,1350.0,2.0,90.0
5267,Marathahalli,2,1200.0,2.0,53.0
5268,Marathahalli,4,2500.0,5.0,175.0
5269,Marathahalli,2,957.0,2.0,47.0
5272,Marathahalli,2,1350.0,2.0,60.0
5273,Marathahalli,4,3400.0,4.0,235.0
5274,Marathahalli,2,1350.0,2.0,99.0
5276,Marathahalli,2,1285.0,2.0,55.0
5277,Marathahalli,4,2500.0,5.0,181.0
5280,Marathahalli,2,1125.0,2.0,54.8
5281,Marathahalli,3,1700.0,3.0,126.0
5283,Marathahalli,2,1270.0,2.0,73.0
5285,Marathahalli,2,950.0,2.0,46.7
5286,Marathahalli,3,1550.0,3.0,85.0
5287,Marathahalli,2,1019.0,2.0,49.86
5288,Marathahalli,2,1144.0,2.0,65.0
5289,Marathahalli,2,1240.0,2.0,55.0
5290,Marathahalli,1,1100.0,2.0,75.0
5291,Marathahalli,2,1156.0,2.0,52.0
5292,Marathahalli,4,2524.0,5.0,180.0
5293,Marathahalli,2,1135.0,2.0,60.0
5294,Marathahalli,3,1839.0,3.0,130.0
5295,Marathahalli,2,1170.0,2.0,85.0
5296,Marathahalli,2,1102.0,2.0,53.67
5297,Marathahalli,3,1108.0,2.0,60.0
5298,Marathahalli,3,1449.0,3.0,110.0
5299,Marathahalli,2,1360.0,2.0,101.0
5300,Marathahalli,2,1026.0,2.0,50.18
5303,Marathahalli,2,1270.0,2.0,80.0
5304,Marathahalli,2,1100.0,2.0,50.0
5305,Marathahalli,2,1196.0,2.0,57.95
5307,Marathahalli,3,1485.0,2.0,90.0
5308,Marathahalli,2,1146.0,2.0,69.0
5309,Margondanahalli,2,1090.0,2.0,58.0
5310,Margondanahalli,2,1200.0,2.0,58.5
5311,Margondanahalli,2,1200.0,2.0,67.0
5313,Margondanahalli,2,1200.0,1.0,53.0
5314,Margondanahalli,2,1000.0,2.0,57.0
5316,Margondanahalli,2,600.0,2.0,35.0
5317,Margondanahalli,2,1200.0,2.0,69.0
5318,Margondanahalli,2,900.0,2.0,49.0
5319,Margondanahalli,2,1140.0,2.0,60.0
5320,Margondanahalli,2,900.0,2.0,55.0
5321,Margondanahalli,2,1100.0,2.0,55.0
5322,Margondanahalli,2,900.0,2.0,55.0
5323,Margondanahalli,2,1152.0,1.0,66.0
5325,Margondanahalli,2,1200.0,2.0,65.0
5326,Margondanahalli,2,1050.0,2.0,58.0
5327,Margondanahalli,2,1160.0,2.0,65.0
5328,Margondanahalli,2,1334.0,2.0,67.76
5329,Marsur,3,1000.0,4.0,66.0
5330,Marsur,4,1800.0,4.0,145.0
5331,Marsur,3,1200.0,3.0,90.0
5332,Marsur,2,497.0,1.0,25.0
5333,Marsur,3,720.0,2.0,32.0
5334,Marsur,2,497.0,1.0,20.0
5335,Marsur,3,715.0,2.0,29.0
5336,Marsur,2,497.0,1.0,20.0
5337,Mico Layout,9,5000.0,9.0,210.0
5338,Mico Layout,3,1550.0,2.0,65.0
5339,Mico Layout,2,1125.0,2.0,40.0
5340,Mico Layout,2,1190.0,2.0,39.25
5341,Mico Layout,1,800.0,1.0,29.5
5342,Mico Layout,3,1250.0,2.0,44.0
5343,Mico Layout,2,1171.0,2.0,39.0
5344,Mico Layout,2,1200.0,2.0,53.5
5345,Mico Layout,3,1670.0,3.0,59.0
5346,Mico Layout,2,1140.0,2.0,43.0
5347,Munnekollal,2,1170.0,2.0,52.0
5348,Munnekollal,2,1102.0,2.0,53.67
5349,Munnekollal,3,1390.0,3.0,68.0
5350,Munnekollal,2,1200.0,2.0,49.5
5351,Munnekollal,2,950.0,2.0,46.5
5353,Munnekollal,2,1210.0,2.0,75.0
5354,Munnekollal,3,1750.0,3.0,86.5
5356,Munnekollal,2,1080.0,2.0,45.0
5357,Munnekollal,2,1170.0,2.0,59.0
5361,Munnekollal,2,1030.0,2.0,50.36
5362,Murugeshpalya,2,1296.0,2.0,81.0
5363,Murugeshpalya,3,1550.0,3.0,74.0
5364,Murugeshpalya,3,1845.0,3.0,91.0
5365,Murugeshpalya,3,2135.0,3.0,160.0
5366,Murugeshpalya,2,1185.0,2.0,85.0
5367,Murugeshpalya,2,1225.0,2.0,48.0
5368,Murugeshpalya,3,1930.0,3.0,75.0
5369,Murugeshpalya,3,1600.0,2.0,65.0
5370,Murugeshpalya,3,1344.0,2.0,56.0
5371,Murugeshpalya,3,1500.0,2.0,70.0
5372,Murugeshpalya,3,1855.0,3.0,96.0
5373,Murugeshpalya,2,1175.0,2.0,75.0
5374,Mysore Road,2,1175.0,2.0,73.5
5375,Mysore Road,3,1710.0,4.0,91.31
5376,Mysore Road,2,1020.0,2.0,48.95
5377,Mysore Road,2,1175.0,2.0,73.5
5378,Mysore Road,2,1070.0,2.0,45.0
5379,Mysore Road,2,1239.0,2.0,53.0
5380,Mysore Road,2,1060.0,2.0,62.0
5381,Mysore Road,2,980.0,2.0,45.47
5382,Mysore Road,2,883.0,2.0,40.0
5383,Mysore Road,3,1525.0,3.0,96.0
5384,Mysore Road,2,1200.0,2.0,65.0
5388,Mysore Road,2,883.0,2.0,40.95
5389,Mysore Road,2,1070.0,2.0,49.65
5391,Mysore Road,2,883.0,2.0,50.0
5392,Mysore Road,2,1155.0,2.0,51.0
5393,Mysore Road,2,1003.0,2.0,43.0
5394,Mysore Road,2,1237.0,2.0,73.0
5395,Mysore Road,2,883.0,2.0,45.0
5396,Mysore Road,2,1170.0,2.0,65.0
5397,Mysore Road,2,1029.5,2.0,50.855
5398,Mysore Road,2,940.0,2.0,43.61
5400,Mysore Road,2,1020.0,2.0,48.95
5401,Mysore Road,3,1568.0,2.0,100.0
5403,Mysore Road,3,1560.0,3.0,83.3
5404,Mysore Road,2,1175.0,2.0,70.5
5405,Mysore Road,3,1080.0,2.0,60.0
5407,Mysore Road,2,883.0,2.0,37.0
5409,NGR Layout,2,1020.0,2.0,45.9
5410,NGR Layout,2,1105.0,2.0,49.73
5411,NGR Layout,2,1022.0,2.0,45.9
5412,NGR Layout,2,1020.0,2.0,45.0
